reaction name	ECN	has match in metaCyc	contains atom mapping	left mets	right mets	missingMets
fatty acyl-CoA synthase (n-C8:0CoA), lumped reaction	2.3.1.86	False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+CURLTUGMZLYLDI-UHFFFAOYSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+KQMZYOXOBSXMII-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+ZSLZBFCDCINBPY-ZSJPKINUSA-N+LTYOQGRJFJAKNA-DVVLENMVSA-N	
fatty-acid--CoA ligase	6.2.1.3	False	False	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+KRIFZIRXAAITHR-JTMXAWMTSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+RFKXDFPDYHBCRC-UHFFFAOYSA-N	
fatty-acid--CoA ligase (butanoate), mitochondrial	6.2.1.2	False	False	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+CRFNGMNYKDXRTN-UHFFFAOYSA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+FERIUCNNQQJTOY-UHFFFAOYSA-N	
fatty-acid--CoA ligase (hexadecenoate)		False	False	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+QBYOCCWNZAOZTL-KTKRTIGZSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+SECPZKHBENQXJG-UHFFFAOYSA-N	
fatty-acid--CoA ligase (n-C26:0)	6.2.1.3	False	False	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+FHLYYFPJDVYWQH-CPIGOPAHSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+XMHIUKTWLZUKEX-UHFFFAOYSA-N	
fatty-acid--CoA ligase (octanoate)	6.2.1.2	True	True	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+KQMZYOXOBSXMII-UHFFFAOYSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+WWZKQHOCKIZLMA-UHFFFAOYSA-N	
fatty-acid--CoA ligase (tetradecanoate)	6.2.1.3	False	False	UDMBCSSLTHHNCD-KQYNXXCUSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+DUAFKXOFBZQTQE-XVDJLSDJSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+TUNFSRHWOTWDNC-UHFFFAOYSA-N	
fatty-acyl-ACP hydrolase	3.1.2.14	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+18359+25626	XLYOFNOQVPJJNP-UHFFFAOYSA-N	
fatty-acyl-CoA elongation (n-C18:3CoA)	2.3.1.86	False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+CURLTUGMZLYLDI-UHFFFAOYSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+FJWJALRUNNZIBB-IBYUJNRCSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+LTYOQGRJFJAKNA-DVVLENMVSA-N+XZQYPTBYQYZGRU-LFZQUHGESA-N	
fatty-acyl-CoA elongation (n-C20:4CoA)	2.3.1.86	False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+CURLTUGMZLYLDI-UHFFFAOYSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+LVXQCHCSSLFKLO-ZUIQPFKESA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+LTYOQGRJFJAKNA-DVVLENMVSA-N+JDEPVTUUCBFJIW-IBYUJNRCSA-N	
fatty-acyl-CoA elongation (n-C20:5CoA)	2.3.1.86	False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+CURLTUGMZLYLDI-UHFFFAOYSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+NDRVWKXEWNMEEO-IKNWWIGSSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+LTYOQGRJFJAKNA-DVVLENMVSA-N+JWZLRYCDDXHXDL-RHJOWLLNSA-N	
fatty-acyl-CoA synthase (n-C12:0CoA)	2.3.1.86	False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+CURLTUGMZLYLDI-UHFFFAOYSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+YMCXGHLSVALICC-GMHMEAMDSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+LTYOQGRJFJAKNA-DVVLENMVSA-N+CNKJPHSEFDPYDB-BOJFXZHGSA-N	
fatty-acyl-CoA synthase (n-C14:0CoA)	2.3.1.86	False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+CURLTUGMZLYLDI-UHFFFAOYSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+DUAFKXOFBZQTQE-XVDJLSDJSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+LTYOQGRJFJAKNA-DVVLENMVSA-N+YMCXGHLSVALICC-GMHMEAMDSA-N	
fatty-acyl-CoA synthase (n-C16:0CoA)	2.3.1.86	False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+CURLTUGMZLYLDI-UHFFFAOYSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+MNBKLUUYKPBKDU-BBECNAHFSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+LTYOQGRJFJAKNA-DVVLENMVSA-N+DUAFKXOFBZQTQE-XVDJLSDJSA-N	
fatty-acyl-CoA synthase (n-C18:0CoA)	2.3.1.86	False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+CURLTUGMZLYLDI-UHFFFAOYSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+SIARJEKBADXQJG-LFZQUHGESA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+LTYOQGRJFJAKNA-DVVLENMVSA-N+MNBKLUUYKPBKDU-BBECNAHFSA-N	
ferroxidase		False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+VTLYFUHAOXGGBS-UHFFFAOYSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+CWYNVVGOOAEACU-UHFFFAOYSA-N	
folate reductase		False	False	XJLXINKUBYWONI-NNYOXOHSSA-K+OZRNSSUDZOLUSN-LBPRGKRZSA-N	XJLXINKUBYWONI-NNYOXOHSSA-K+OVBPIULPVIDEAO-LBPRGKRZSA-N	
folylpolyglutamate  synthetase (DHF)	6.3.2.17	False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N+FWAQAOUHULVCBP-HCVVFSGQSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+WHUUTDBJXJRKMK-VKHMYHEASA-N+IVSPPVMFGMVDLI-LSBAASHUSA-N	
folylpolyglutamate  synthetase (DHF), mitochondrial	6.3.2.17	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+FWAQAOUHULVCBP-HCVVFSGQSA-N+XTWYTFMLZFPYCI-KQYNXXCUSA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N	WHUUTDBJXJRKMK-VKHMYHEASA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+IVSPPVMFGMVDLI-LSBAASHUSA-N	
folylpolyglutamate synthetase	6.3.2.17	False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+WHUUTDBJXJRKMK-VKHMYHEASA-N+FWAQAOUHULVCBP-XPZKFFRXSA-N	
folylpolyglutamate synthetase (10fthf)	6.3.2.17	False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N	SFFBEUFYOPMKMV-CWMPVMSNSA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+WHUUTDBJXJRKMK-VKHMYHEASA-N	
folylpolyglutamate synthetase (10fthf), mitochondrial	6.3.2.17	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XTWYTFMLZFPYCI-KQYNXXCUSA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N	SFFBEUFYOPMKMV-CWMPVMSNSA-N+WHUUTDBJXJRKMK-VKHMYHEASA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N	
folylpolyglutamate synthetase (DHF)	6.3.2.17	False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+WHUUTDBJXJRKMK-VKHMYHEASA-N+FWAQAOUHULVCBP-HCVVFSGQSA-N	
folylpolyglutamate synthetase (DHF), mitochondrial	6.3.2.17	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XTWYTFMLZFPYCI-KQYNXXCUSA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N	WHUUTDBJXJRKMK-VKHMYHEASA-N+FWAQAOUHULVCBP-HCVVFSGQSA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N	
folylpolyglutamate synthetase, mitochondrial	6.3.2.17	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XLYOFNOQVPJJNP-UHFFFAOYSA-N+XTWYTFMLZFPYCI-KQYNXXCUSA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N	WHUUTDBJXJRKMK-VKHMYHEASA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+MSTNYGQPCMXVAQ-RYUDHWBXSA-N	
folylpolyglutamyl synthetase  EC:6.3.2.17	6.3.2.17	False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+WHUUTDBJXJRKMK-VKHMYHEASA-N+MSTNYGQPCMXVAQ-RYUDHWBXSA-N	
formaldehyde dehydrogenase	1.2.1.1	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+FHXAGOICBFGEBF-BQBZGAKWSA-N	BAWFJGJZGIEFAR-NNYOXOHSSA-M+WSFSSNUMVMOOMR-UHFFFAOYSA-N+RWSXRVCMGQZWBV-WDSKDSINSA-N	
formate dehydrogenase	1.2.1.2	False	False	BAWFJGJZGIEFAR-NNYOXOHSSA-M+CURLTUGMZLYLDI-UHFFFAOYSA-N	BAWFJGJZGIEFAR-NNYOXOHSSA-M+BDAGIHXWWSANSR-UHFFFAOYSA-N	
formate-tetrahydrofolate ligase, mitochondrial	6.3.4.3	True	True	AUFGTPPARQZWDO-YPMHNXCESA-N+XTWYTFMLZFPYCI-KQYNXXCUSA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+BDAGIHXWWSANSR-UHFFFAOYSA-N+MSTNYGQPCMXVAQ-RYUDHWBXSA-N	
formation of dodecanedioyl carnitine		False	False	RGJOEKWQDUBAIZ-IBOSZNHHSA-N	PHIQHXFUZVPYII-ZCFIWIBFSA-N	
formimidoyltransferase cyclodeaminase	4.3.1.4	False	False	QGZKDVFQNNGYKY-UHFFFAOYSA-N+MEANFMOQMXYMCT-OLZOCXBDSA-M	GPRLSGONYQIRFK-FTGQXOHASA-N+YCWUVLPMLLBDCU-UHFFFAOYSA-N	
formyl coa hydrolase		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+BDAGIHXWWSANSR-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+SXMOKYXNAPLNCW-GORZOVPNSA-N	
formyltetrahydrofolate dehydrogenase	1.5.1.6	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+CURLTUGMZLYLDI-UHFFFAOYSA-N+MSTNYGQPCMXVAQ-RYUDHWBXSA-N	AUFGTPPARQZWDO-YPMHNXCESA-N+XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K	
fructose-bisphosphatase	3.1.3.11	True	True	NBIIXXVUZAFLBC-UHFFFAOYSA-N+GSXOAOHZAIYLCY-HSUXUTPPSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+RNBGYGVWRKECFJ-ZXXMMSQZSA-N	
fructose-bisphosphate aldolase	4.1.2.13	False	False	GNGACRATGGDKBX-UHFFFAOYSA-N+LXJXRIRHZLFYRP-UHFFFAOYSA-N	RNBGYGVWRKECFJ-ZXXMMSQZSA-N	
fucose-1-phosphate guanylyltransferase	2.7.7.30	False	False	XPPKVPWEQAFLFU-UHFFFAOYSA-N+LQEBEXMHBLQMDB-QIXZNPMTSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XKMLYUALXHKNFT-UUOKFMHZSA-N+PTVXQARCLQPGIR-DHVFOXMCSA-N	
fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1	2.4.1.65	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+QGWNDRXFNXRZMB-UUOKFMHZSA-N	28287+LQEBEXMHBLQMDB-QIXZNPMTSA-N	
fumarase	4.2.1.2	True	True	BJEPYKJPYRNKOW-REOHCLBHSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+VZCYOOQTPOCHFL-OWOJBTEDSA-N	
fumarase, mitochondrial	4.2.1.2	True	True	BJEPYKJPYRNKOW-REOHCLBHSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+VZCYOOQTPOCHFL-OWOJBTEDSA-N	
fumarylacetoacetase	3.7.1.2	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+WDJHALXBUFZDSR-UHFFFAOYSA-N+VZCYOOQTPOCHFL-OWOJBTEDSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+GACSIVHAIFQKTC-UHFFFAOYSA-N	
g-glutamyltransferase (e)	2.3.2.2	False	False	ZUKPVRWZDMRIEO-VKHMYHEASA-N+WQXXXVRAFAKQJM-WHFBIAKZSA-N	QNAYBMKLOCPYGJ-REOHCLBHSA-N+RWSXRVCMGQZWBV-WDSKDSINSA-N	
galactokinase	2.7.1.6	False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+HXXFSFRBOHSIMQ-FPRJBGLDSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+WQZGKKKJIJFFOK-PHYPRBDBSA-N	
galactose-1-phosphate uridylyltransferase	2.7.7.12	False	False	HSCJRCZFDFQWRP-LNYDKVEPSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+PGAVKCOVUIYSFO-XVFCMESISA-N+HXXFSFRBOHSIMQ-FPRJBGLDSA-N	
galactose-6-sulfate sulfatase, lysosomal	3.1.6.4	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+QAOWNCQODCNURD-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N	
galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+WHTCPDAXWFLDIH-KQYNXXCUSA-N	GACDQMDRPRGCTN-KQYNXXCUSA-N	
galactosidase, alpha	3.2.1.22	False	False	WQZGKKKJIJFFOK-PHYPRBDBSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+C06126	
gamma-glutamyl hydrolase  EC:3.4.19.9	3.4.19.9	False	False	WHUUTDBJXJRKMK-VKHMYHEASA-N+MSTNYGQPCMXVAQ-RYUDHWBXSA-N		
gamma-glutamylcyclotransferase	2.3.2.4	False	False	QNAYBMKLOCPYGJ-REOHCLBHSA-N+ODHCTXKNWHHXJC-UHFFFAOYSA-N	WQXXXVRAFAKQJM-WHFBIAKZSA-N	
gamma-glutamyltranspeptidase Glutathione metabolism EC:3.4.11.4	3.4.11.4	True	True	ZUKPVRWZDMRIEO-VKHMYHEASA-N+WHUUTDBJXJRKMK-VKHMYHEASA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+RWSXRVCMGQZWBV-WDSKDSINSA-N	
geranylgeranyltransferase (liver)		False	False	XPPKVPWEQAFLFU-UHFFFAOYSA-N+C05859	NUHSROFQTUXZQQ-UHFFFAOYSA-N+OINNEUNVOZHBOX-UHFFFAOYSA-N	
geranylgeranyltransferase (uterus)		False	False	XPPKVPWEQAFLFU-UHFFFAOYSA-N+C05859	NUHSROFQTUXZQQ-UHFFFAOYSA-N+OINNEUNVOZHBOX-UHFFFAOYSA-N	
geranyltranstransferase	2.5.1.10	True	True	XPPKVPWEQAFLFU-UHFFFAOYSA-N+VWFJDQUYCIWHTN-UHFFFAOYSA-N	NUHSROFQTUXZQQ-UHFFFAOYSA-N+GVVPGTZRZFNKDS-UHFFFAOYSA-N	
globoside alpha-1,3-N-acetylgalactosaminyltransferase 1	2.4.1.88	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XCCTYIAWTASOJW-XVFCMESISA-N	LFTYTUAZOPRMMI-LDDHHVEYSA-N+18259	
glucoamylase, extracellular (glygn5 -> malt)	3.2.1.3	False	False	GUBGYTABKSRVRQ-PICCSMPSSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N	
gluconolactonase, endoplasmic reticulum	3.1.1.17	False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+SXZYCXMUPBBULW-SKNVOMKLSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+RGHNJXZEOKUKBD-QTBDOELSSA-N	
glucosamine-6-phosphate deaminase	3.5.99.6	False	False	QGZKDVFQNNGYKY-UHFFFAOYSA-N+GSXOAOHZAIYLCY-HSUXUTPPSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XHMJOUIAFHJHBW-UKFBFLRUSA-N	
glucosaminylphosphatidyl inositol acetyltransferase		False	False	RGJOEKWQDUBAIZ-IBOSZNHHSA-N	17049+MNBKLUUYKPBKDU-BBECNAHFSA-N	
glucose 6-phosphate dehydrogenase		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+IJOJIVNDFQSGAB-SQOUGZDYSA-N	XJLXINKUBYWONI-NNYOXOHSSA-K+NBSCHQHZLSJFNQ-GASJEMHNSA-N	
glucose 6-phosphate dehydrogenase, endoplasmic reticulum	1.1.1.47	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+IJOJIVNDFQSGAB-SQOUGZDYSA-N	XJLXINKUBYWONI-NNYOXOHSSA-K+NBSCHQHZLSJFNQ-GASJEMHNSA-N	
glucose-1-phosphate thymidylyltransferase	2.7.7.24	False	False	XPPKVPWEQAFLFU-UHFFFAOYSA-N+YSYKRGRSMLTJNL-URARBOGNSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+HXXFSFRBOHSIMQ-VFUOTHLCSA-N+NHVNXKFIZYSCEB-XLPZGREQSA-N	
glucose-6-phosphate dehydrogenase, endoplasmic reticulum	1.1.1.47	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+IJOJIVNDFQSGAB-SQOUGZDYSA-N	BAWFJGJZGIEFAR-NNYOXOHSSA-M+NBSCHQHZLSJFNQ-GASJEMHNSA-N	
glucose-6-phosphate isomerase	5.3.1.9	True	True	GSXOAOHZAIYLCY-HSUXUTPPSA-N	NBSCHQHZLSJFNQ-GASJEMHNSA-N	
glucose-6-phosphate phosphatase, edoplasmic reticular	3.1.3.9	True	True	WQZGKKKJIJFFOK-GASJEMHNSA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+NBSCHQHZLSJFNQ-GASJEMHNSA-N	
glucuronate-2-sulfatase, lysosomal	3.1.6.18	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+QAOWNCQODCNURD-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N	
glucuronolactone reductase	1.1.1.20	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+UYUXSRADSPPKRZ-SKNVOMKLSA-N	XJLXINKUBYWONI-NNYOXOHSSA-K+SXZYCXMUPBBULW-SKNVOMKLSA-N	
glutamate 5-kinase (m)	2.7.2.11	True	True	XTWYTFMLZFPYCI-KQYNXXCUSA-N+PJRXVIJAERNUIP-VKHMYHEASA-N	WHUUTDBJXJRKMK-VKHMYHEASA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N	
glutamate dehydrogenase (NAD) (mitochondrial)	1.4.1.3	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+KPGXRSRHYNQIFN-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+QGZKDVFQNNGYKY-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+WHUUTDBJXJRKMK-VKHMYHEASA-N	
glutamate dehydrogenase (NADP), mitochondrial	1.4.1.4	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+KPGXRSRHYNQIFN-UHFFFAOYSA-N+QGZKDVFQNNGYKY-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+WHUUTDBJXJRKMK-VKHMYHEASA-N	
glutamate-5-semialdehyde dehydrogenase (m)	1.2.1.41	False	False	XJLXINKUBYWONI-NNYOXOHSSA-K+NBIIXXVUZAFLBC-UHFFFAOYSA-N+KABXUUFDPUOJMW-BYPYZUCNSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+PJRXVIJAERNUIP-VKHMYHEASA-N	
glutaminase (mitochondrial)	3.5.1.2	False	False	WHUUTDBJXJRKMK-VKHMYHEASA-N+QGZKDVFQNNGYKY-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+ZDXPYRJPNDTMRX-VKHMYHEASA-N	
glutamine phosphoribosyldiphosphate amidotransferase	2.4.2.14	True	True	WHUUTDBJXJRKMK-VKHMYHEASA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N+SKCBPEVYGOQGJN-TXICZTDVSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+PQGCEDQWHSBAJP-TXICZTDVSA-N+ZDXPYRJPNDTMRX-VKHMYHEASA-N	
glutamine synthetase		False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N+ZDXPYRJPNDTMRX-VKHMYHEASA-N	QGZKDVFQNNGYKY-UHFFFAOYSA-N+ZKHQWZAMYRWXGA-KQYNXXCUSA-N+WHUUTDBJXJRKMK-VKHMYHEASA-N	
glutamine-fructose-6-phosphate transaminase	2.6.1.16	False	False	WHUUTDBJXJRKMK-VKHMYHEASA-N+XHMJOUIAFHJHBW-UKFBFLRUSA-N	ZDXPYRJPNDTMRX-VKHMYHEASA-N+GSXOAOHZAIYLCY-HSUXUTPPSA-N	
glutaryl-CoA dehydrogenase (mitochondria)	1.3.99.7	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+KFWWCMJSYSSPSK-CITAKDKDSA-N+YPZRHBJKEMOYQH-UYBVJOGSSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+SYKWLIJQEHRDNH-CKRMAKSASA-N+VWWQXMAJTJZDQX-UYBVJOGSSA-N	
glutathione oxidoreductase	1.8.1.7	False	False	XJLXINKUBYWONI-NNYOXOHSSA-K+RWSXRVCMGQZWBV-WDSKDSINSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+YPZRWBKMTBYPTK-BJDJZHNGSA-N	
glutathione peroxidase	1.11.1.9	True	True	XLYOFNOQVPJJNP-UHFFFAOYSA-N+YPZRWBKMTBYPTK-BJDJZHNGSA-N	MHAJPDPJQMAIIY-UHFFFAOYSA-N+RWSXRVCMGQZWBV-WDSKDSINSA-N	
glutathione peroxidase (e)	1.11.1.9	True	True	XLYOFNOQVPJJNP-UHFFFAOYSA-N+YPZRWBKMTBYPTK-BJDJZHNGSA-N	RWSXRVCMGQZWBV-WDSKDSINSA-N+MHAJPDPJQMAIIY-UHFFFAOYSA-N	
glutathione peroxidase, mitochondria	1.11.1.9	True	True	XLYOFNOQVPJJNP-UHFFFAOYSA-N+YPZRWBKMTBYPTK-BJDJZHNGSA-N	MHAJPDPJQMAIIY-UHFFFAOYSA-N+RWSXRVCMGQZWBV-WDSKDSINSA-N	
glutathione synthetase		False	False	XTWYTFMLZFPYCI-KQYNXXCUSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N+RWSXRVCMGQZWBV-WDSKDSINSA-N	ZKHQWZAMYRWXGA-KQYNXXCUSA-N+DHMQDGOQFOQNFH-UHFFFAOYSA-N+RITKHVBHSGLULN-WHFBIAKZSA-N	
glutathione:NAD+ oxidoreductase Glutamate metabolism EC:1.8.1.7	1.8.1.7	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+YPZRWBKMTBYPTK-BJDJZHNGSA-N	BAWFJGJZGIEFAR-NNYOXOHSSA-M+RWSXRVCMGQZWBV-WDSKDSINSA-N	
